Name	GWP_constr	GWP_op
DEC_DIRECT_ELEC	0.000003	0.000000
TRAMWAY_TROLLEY	0.000000	0.000000
BUS_COACH_DIESEL	0.000000	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000
TRAIN_PUB	0.000000	0.000000
CAR_GASOLINE	0.000000	0.000000
CAR_DIESEL	0.000000	0.000000
CAR_NG	0.000000	0.000000
CAR_METHANOL	0.000000	0.000000
CAR_HEV	0.000000	0.000000
CAR_PHEV	0.000000	0.000000
CAR_BEV	0.000000	0.000000
CAR_FUEL_CELL	0.000000	0.000000
TRAIN_FREIGHT	0.000000	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000
TRUCK_DIESEL	0.000000	0.000000
TRUCK_METHANOL	0.000000	0.000000
TRUCK_FUEL_CELL	0.000000	0.000000
TRUCK_ELEC	0.000000	0.000000
TRUCK_NG	0.000000	0.000000
HABER_BOSCH	0.000000	0.000000
SYN_METHANOLATION	0.000000	0.000000
METHANE_TO_METHANOL	0.000000	0.000000
BIOMASS_TO_METHANOL	0.000000	0.000000
OIL_TO_HVC	0.000000	0.000000
GAS_TO_HVC	0.000000	0.000000
BIOMASS_TO_HVC	0.000000	0.000000
METHANOL_TO_HVC	0.000000	0.000000
PHS	1.082850	0.000000
BATT_LI	0.000081	0.000000
BEV_BATT	0.000000	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000000	0.000000
TS_DEC_HP_ELEC	0.000000	0.000000
TS_DEC_THHP_GAS	0.000000	0.000000
TS_DEC_COGEN_GAS	0.000000	0.000000
TS_DEC_COGEN_OIL	0.000000	0.000000
TS_DEC_ADVCOGEN_GAS	0.000000	0.000000
TS_DEC_ADVCOGEN_H2	0.000000	0.000000
TS_DEC_BOILER_GAS	0.000000	0.000000
TS_DEC_BOILER_WOOD	0.000000	0.000000
TS_DEC_BOILER_OIL	0.000000	0.000000
TS_DHN_DAILY	0.000000	0.000000
TS_DHN_SEASONAL	0.000000	0.000000
TS_HIGH_TEMP	0.000000	0.000000
GAS_STORAGE	0.000000	0.000000
H2_STORAGE	0.000000	0.000000
DIESEL_STORAGE	0.000000	0.000000
GASOLINE_STORAGE	0.000000	0.000000
LFO_STORAGE	0.000000	0.000000
AMMONIA_STORAGE	0.000000	0.000000
METHANOL_STORAGE	0.000000	0.000000
CO2_STORAGE	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
DHN	0.000000	0.000000
H2_ELECTROLYSIS	0.000000	0.000000
SMR	0.000000	0.000000
H2_BIOMASS	0.000000	0.000000
GASIFICATION_SNG	0.000000	0.000000
SYN_METHANATION	0.000000	0.000000
BIOMETHANATION	0.000000	0.000000
BIO_HYDROLYSIS	0.000000	0.000000
PYROLYSIS_TO_LFO	0.000000	0.000000
PYROLYSIS_TO_FUELS	0.000000	0.000000
ATM_CCS	0.000000	0.000000
INDUSTRY_CCS	0.000000	0.000000
AMMONIA_TO_H2	0.000000	0.000000
EHV_GRID	0.000000	0.000000
HV_GRID	0.000000	0.000000
MV_GRID	0.000000	0.000000
LV_GRID	0.000000	0.000000
EHP_H2_GRID	0.000000	0.000000
HP_H2_GRID	0.000000	0.000000
MP_H2_GRID	0.000000	0.000000
LP_H2_GRID	0.000000	0.000000
EHP_NG_GRID	0.000000	0.000000
HP_NG_GRID	0.000000	0.000000
MP_NG_GRID	0.000000	0.000000
LP_NG_GRID	0.000000	0.000000
NG_EXP_EH	0.000000	0.000000
NG_EXP_HM	0.000000	0.000000
NG_EXP_ML	0.000000	0.000000
NG_EXP_EH_COGEN	0.000000	0.000000
NG_EXP_HM_COGEN	0.000000	0.000000
NG_EXP_ML_COGEN	0.000000	0.000000
NG_COMP_HE	0.000000	0.000000
NG_COMP_MH	0.000000	0.000000
NG_COMP_LM	0.000000	0.000000
H2_EXP_EH	0.000000	0.000000
H2_EXP_HM	0.000000	0.000000
H2_EXP_ML	0.000000	0.000000
H2_EXP_EH_COGEN	0.000000	0.000000
H2_EXP_HM_COGEN	0.000000	0.000000
H2_EXP_ML_COGEN	0.000000	0.000000
H2_COMP_HE	0.000000	0.000000
H2_COMP_MH	0.000000	0.000000
H2_COMP_LM	0.000000	0.000000
ELECTRICITY_LV	0.000000	0.000000
ELECTRICITY_MV	0.000000	0.000000
ELECTRICITY_HV	0.000000	0.000000
ELECTRICITY_EHV	0.000000	0.000000
GASOLINE	0.000000	0.000250
DIESEL	0.000000	0.000592
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	18189.291182
NG_LP	0.000000	0.000000
NG_MP	0.000000	24670.715247
NG_HP	0.000000	12086.174488
NG_EHP	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	276.120002
WET_BIOMASS	0.000000	459.020001
COAL	0.000000	13388.696491
URANIUM	0.000000	0.000000
WASTE	0.000000	2671.780001
H2_LP	0.000000	0.000646
H2_MP	0.000000	0.000621
H2_HP	0.000000	0.005237
H2_EHP	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
RES_WIND	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_GEO	0.000000	0.000000
CO2_ATM	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
