Name	C_inv	C_maint	C_op
LP_H2_GRID	0.000000	0.000000	0.000000
EHP_NG_GRID	0.000000	0.000000	0.000000
HP_NG_GRID	0.000000	0.000000	0.000000
MP_NG_GRID	0.000000	0.000000	0.000000
LP_NG_GRID	0.000000	0.000000	0.000000
NG_EXP_EH	0.000000	0.000000	0.000000
NG_EXP_HM	0.000000	0.000000	0.000000
NG_EXP_ML	0.000000	0.000000	0.000000
NG_EXP_EH_COGEN	0.000000	0.000000	0.000000
NG_EXP_HM_COGEN	0.000000	0.000000	0.000000
NG_EXP_ML_COGEN	0.000000	0.000000	0.000000
NG_COMP_HE	0.000000	0.000000	0.000000
NG_COMP_MH	0.000000	0.000000	0.000000
NG_COMP_LM	0.000000	0.000000	0.000000
H2_EXP_EH	0.000000	0.000000	0.000000
H2_EXP_HM	0.000000	0.000000	0.000000
H2_EXP_ML	0.000000	0.000000	0.000000
H2_EXP_EH_COGEN	0.000000	0.000000	0.000000
H2_EXP_HM_COGEN	0.000000	0.000000	0.000000
H2_EXP_ML_COGEN	0.000000	0.000000	0.000000
H2_COMP_HE	0.000000	0.000000	0.000000
H2_COMP_MH	0.000000	0.000000	0.000000
H2_COMP_LM	0.000000	0.000000	0.000000
ELECTRICITY_LV	0.000000	0.000000	3403.850647
ELECTRICITY_MV	0.000000	0.000000	314.511965
ELECTRICITY_HV	0.000000	0.000000	136.864778
ELECTRICITY_EHV	0.000000	0.000000	149.465057
GASOLINE	0.000000	0.000000	0.000068
DIESEL	0.000000	0.000000	0.000171
BIOETHANOL	0.000000	0.000000	0.000068
BIODIESEL	0.000000	0.000000	0.000124
LFO	0.000000	0.000000	4010.497544
NG_LP	0.000000	0.000000	0.000000
NG_MP	0.000000	0.000000	4932.169207
NG_HP	0.000000	0.000000	2416.267913
NG_EHP	0.000000	0.000000	0.000000
GAS_RE	0.000000	0.000000	0.000000
WOOD	0.000000	0.000000	830.851637
WET_BIOMASS	0.000000	0.000000	242.332996
COAL	0.000000	0.000000	605.239127
URANIUM	0.000000	0.000000	0.000000
WASTE	0.000000	0.000000	444.535064
H2_LP	0.000000	0.000000	0.000183
H2_MP	0.000000	0.000000	0.000176
H2_HP	0.000000	0.000000	0.001486
H2_EHP	0.000000	0.000000	0.000000
H2_RE	0.000000	0.000000	0.000021
AMMONIA	0.000000	0.000000	0.000000
METHANOL	0.000000	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000	748.818915
METHANOL_RE	0.000000	0.000000	0.000363
ELEC_EXPORT	0.000000	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000	0.000000
RES_WIND	0.000000	0.000000	0.000000
RES_SOLAR	0.000000	0.000000	0.000000
RES_HYDRO	0.000000	0.000000	0.000000
RES_GEO	0.000000	0.000000	0.000000
CO2_ATM	0.000000	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000	0.000000
